dataset,groups,model,n_perms,true_score,p_value,perm_scores_mean,perm_scores_std
voxel,ADvsCBS,RandomForest,1000,0.6206521739130435,0.06393606393606394,0.5381213768115942,0.05510342471505434
voxel,ADvsCBS,GradientBoosting,1000,0.6206521739130435,0.059940059940059943,0.540090579710145,0.05475893963321654
voxel,ADvsCBS,KNN,1000,0.6206521739130435,0.06893106893106893,0.5389902173913044,0.05574943290231612
