outer_fold,model,dataset,accuracy,precision,recall,f1,auc_roc,best_params
1,KNN,voxel,0.524,0.500,0.500,0.495,0.444,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}"
2,KNN,voxel,0.714,0.714,0.694,0.697,0.685,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}"
3,KNN,voxel,0.667,0.667,0.639,0.637,0.625,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}"
4,KNN,voxel,0.524,0.514,0.514,0.514,0.542,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}"
5,KNN,voxel,0.700,0.690,0.667,0.670,0.625,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}"
