params,mean_test_score,std_test_score,rank_test_score
"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}",0.6,0.142,3
"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.588,0.13,6
"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.516,0.101,15
"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.528,0.134,14
"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.541,0.099,11
"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.529,0.081,12
"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}",0.59,0.067,4
"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}",0.59,0.067,4
"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",0.565,0.175,8
"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.577,0.139,7
"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.493,0.111,16
"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.542,0.134,10
"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.543,0.137,9
"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.529,0.09,12
"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'}",0.615,0.101,1
"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}",0.602,0.126,2
