outer_fold,model,dataset,accuracy,precision,recall,f1,auc_roc,best_params
1,KNN,voxel,0.625,0.594,0.589,0.590,0.689,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}"
2,KNN,voxel,0.696,0.689,0.708,0.686,0.767,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}"
3,KNN,voxel,0.565,0.544,0.544,0.544,0.575,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}"
4,KNN,voxel,0.609,0.574,0.560,0.555,0.726,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}"
5,KNN,voxel,0.696,0.717,0.631,0.625,0.746,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}"
