model,seed,accuracy,pvalue
RandomForest,2023,0.72,0.06931
GradientBoosting,2023,0.71,0.10891
KNN,2023,0.72,0.0495
RandomForest,2023,0.72,0.0396
GradientBoosting,2023,0.71,0.08911
KNN,2023,0.72,0.0495
RandomForest,2023,0.72,0.0495
GradientBoosting,2023,0.71,0.10891
KNN,2023,0.72,0.0495
RandomForest,2023,0.72,0.05941
GradientBoosting,2023,0.71,0.11881
KNN,2023,0.72,0.0495
