fold,accuracy,precision,recall,f1,auc,lr,batch_size,weight_decay,epochs,optimizer,momentum,scheduler_gamma,scheduler_patience,patience,model_type
1,1.0,1.0,1.0,1.0,,0.01,8,0.0001,1,sgd,0.9,0.1,5,,resnet
