model,seed,accuracy,pvalue
RandomForest,42,0.593,0.26733
GradientBoosting,42,0.593,0.26733
KNN,42,0.547,0.43564
RandomForest,42,0.593,0.27723
GradientBoosting,42,0.593,0.28713
KNN,42,0.547,0.43564
RandomForest,42,0.593,0.26733
GradientBoosting,42,0.593,0.25743
KNN,42,0.547,0.43564
RandomForest,42,0.593,0.28713
GradientBoosting,42,0.593,0.29703
KNN,42,0.547,0.43564
