params,mean_test_score,std_test_score,rank_test_score
"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}",0.6,0.107,13
"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.59,0.098,16
"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.667,0.095,8
"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.638,0.119,11
"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.714,0.1,2
"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.686,0.077,5
"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}",0.714,0.095,2
"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}",0.667,0.085,8
"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",0.61,0.082,12
"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.6,0.077,13
"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.638,0.088,10
"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.6,0.111,13
"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.705,0.102,4
"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.676,0.092,6
"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'}",0.733,0.111,1
"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}",0.676,0.092,6
