model,seed,accuracy,pvalue
RandomForest,2023,0.55,0.63366
GradientBoosting,2023,0.55,0.46535
KNN,2023,0.63,0.42574
RandomForest,2023,0.55,0.59406
GradientBoosting,2023,0.55,0.46535
KNN,2023,0.63,0.42574
RandomForest,2023,0.55,0.62376
GradientBoosting,2023,0.55,0.45545
KNN,2023,0.63,0.42574
RandomForest,2023,0.55,0.54455
GradientBoosting,2023,0.55,0.45545
KNN,2023,0.63,0.42574
